"#","Nome do Produto","SKU","Categoria","Prioridade","Repostável","Status Post","Link do Produto","Link da Imagem","Legenda Instagram","Observações","Ordem de Postagem"
"1485","Chapéu Fedora Cury Preto","PL06-preto","Chapéu","Normal","Não","Não Postado","","","","","1220"
"1641","Chapéu Fedora de Palha Panamá Nick Bege","11062-bege","Chapéu","Normal","Não","Não Postado","","","","","1221"
"1486","Chapéu Fedora Diamond Stingy Bigalli Black","biga14064-N02","Chapéu","Normal","Não","Não Postado","","","","","1222"
"1487","Chapéu Fedora Diamond Stingy Bigalli Chocolate","biga14064-C03","Chapéu","Normal","Não","Não Postado","","","","","1223"
"1488","Chapéu Fedora Diamond Stingy Bigalli Dark Grey","biga14064-G03","Chapéu","Normal","Não","Não Postado","","","","","1224"
"1489","Chapéu Fedora Dylan","STS44","Chapéu","Normal","Não","Não Postado","","","","","1225"
"1490","Chapéu Fedora Extra Macio Manoel Cinza","110112983067","Chapéu","Normal","Não","Não Postado","","","","","1226"
"1491","Chapéu Fedora Feminino Aba Curta Lívia","25861","Chapéu","Normal","Não","Não Postado","","","","","1227"
"1492","Chapéu Fedora Feminino Agata Marfim","15879","Chapéu","Normal","Não","Não Postado","","","","","1228"
"1496","Chapéu Fedora Feminino Agata-Bege-Tam 60","15879-Bege-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1229"
"1497","Chapéu Fedora Feminino Macio Aba Média Suede Bege","110123283671","Chapéu","Normal","Não","Não Postado","","","","","1230"
"1498","Chapéu Fedora Feminino Milena Dourado","25848","Chapéu","Normal","Não","Não Postado","","","","","1231"
"1499","Chapéu Fedora Finley Khaki Bigalli","biga21010-H10","Chapéu","Normal","Não","Não Postado","","","","","1232"
"1500","Chapéu Fedora Finley Soft Black Bigalli","biga21010-N02","Chapéu","Normal","Não","Não Postado","","","","","1233"
"1501","Chapéu Fedora Finley Soft Mustard Bigalli","biga21010-Y04","Chapéu","Normal","Não","Não Postado","","","","","1234"
"1502","Chapéu Fedora Giorgio Preto","196135003360","Chapéu","Normal","Não","Não Postado","","","","","1235"
"1503","Chapéu Fedora Hector Chumbo","HC175-chumbo","Chapéu","Normal","Não","Não Postado","","","","","1236"
"1504","Chapéu Fedora Hector Marrom","HC175","Chapéu","Normal","Não","Não Postado","","","","","1237"
"1505","Chapéu Fedora Johnny Cinza","110112933067","Chapéu","Normal","Não","Não Postado","","","","","1238"
"1506","Chapéu Fedora Johnny Preto","110112933360","Chapéu","Normal","Não","Não Postado","","","","","1239"
"1507","Chapéu Fedora Johnny-Marrom-Tam 55","110112933280-Marrom-Tam 55","Chapéu","Normal","Não","Não Postado","","","","","1240"
"1508","Chapéu Fedora Johny Poker Chumbo","175126153043","Chapéu","Normal","Não","Não Postado","","","","","1241"
"1509","Chapéu Fedora Johny Poker Cinza","175126153042","Chapéu","Normal","Não","Não Postado","","","","","1242"
"1510","Chapéu Fedora Johny Poker Cinza Cristal","175126153010","Chapéu","Normal","Não","Não Postado","","","","","1243"
"1511","Chapéu Fedora Johny Poker Pied de Poule","175126157107","Chapéu","Normal","Não","Não Postado","","","","","1244"
"1512","Chapéu Fedora Johny Poker Preto","175126153360","Chapéu","Normal","Não","Não Postado","","","","","1245"
"1513","Chapéu Fedora Johny Poker Xadrez Marfim","175126157108","Chapéu","Normal","Não","Não Postado","","","","","1246"
"1514","Chapéu Fedora Lucca Bege","170138353671","Chapéu","Normal","Não","Não Postado","","","","","1247"
"1515","Chapéu Fedora Lucca Marfim","170138353315","Chapéu","Normal","Não","Não Postado","","","","","1248"
"1516","Chapéu Fedora Luigi","15875","Chapéu","Normal","Não","Não Postado","","","","","1249"
"1521","Chapéu Fedora Marcatto Carioca-Marfim-Tam 60","15891-Marfim-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1250"
"1522","Chapéu Fedora Marcatto Dakota Cáqui","14108-caqui","Chapéu","Normal","Não","Não Postado","","","","","1251"
"1526","Chapéu Fedora Marcatto Dakota-Cáqui-Tam 60","14108-Cáqui-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1252"
"1527","Chapéu Fedora Marcatto Panamá Murat","11056","Chapéu","Normal","Não","Não Postado","","","","","1253"
"972","Chapeu Fedora Marcatto Panamá Sicília","21054","Chapéu","Normal","Não","Não Postado","","","","","1254"
"1528","Chapéu Fedora Marcatto Social Gangster Bege","14087-bege","Chapéu","Normal","Não","Não Postado","","","","","1255"
"1529","Chapéu Fedora Marcatto Social Gangster Preto","14087-preto","Chapéu","Normal","Não","Não Postado","","","","","1256"
"1530","Chapéu Fedora Marcatto Social Gangster Tabaco","14087-tabaco","Chapéu","Normal","Não","Não Postado","","","","","1257"
"1534","Chapéu Fedora Martin Panamá Bege","170138313901","Chapéu","Normal","Não","Não Postado","","","","","1258"
"1535","Chapéu Fedora Martin Panamá Marfim","170138313315","Chapéu","Normal","Não","Não Postado","","","","","1259"
"1536","Chapéu Fedora Max","196155263000","Chapéu","Normal","Não","Não Postado","","","","","1260"
"1537","Chapéu Fedora Mesclado","15842","Chapéu","Normal","Não","Não Postado","","","","","1261"
"1538","Chapéu Fedora Night","196136087184","Chapéu","Normal","Não","Não Postado","","","","","1262"
"1539","Chapéu Fedora Nylon Super Azul Marinho Aba Curta Sibu Company","093.04.15.024","Chapéu","Normal","Não","Não Postado","","","","","1263"
"1540","Chapéu Fedora Nylon Super Cinza Aba Curta Sibu Company","093.04.15.046","Chapéu","Normal","Não","Não Postado","","","","","1264"
"1541","Chapéu Fedora Nylon Super Marrom Aba Curta Sibu Company","093.04.15.053","Chapéu","Normal","Não","Não Postado","","","","","1265"
"1542","Chapéu Fedora Nylon Super Preto Aba Curta Sibu Company","093.04.15.022","Chapéu","Normal","Não","Não Postado","","","","","1266"
"1543","Chapéu Fedora Nylon Super Verde Aba Curta Sibu Company","093.04.15.025","Chapéu","Normal","Não","Não Postado","","","","","1267"
"1544","Chapéu Fedora Nytra Panamá","170138823315","Chapéu","Normal","Não","Não Postado","","","","","1268"
"1546","Chapéu Fedora Palha Aba Média","15978-cor bege","Chapéu","Normal","Não","Não Postado","","","","","1269"
"1547","Chapéu Fedora Pietro","14046","Chapéu","Normal","Não","Não Postado","","","","","1270"
"1548","Chapéu Fedora Pork Pie 2x Premium Verde Musgo","7056A-verde musgo","Chapéu","Normal","Não","Não Postado","","","","","1271"
"1551","Chapéu Fedora Pork Pie 2x Premium-Verde Musgo-Tam 59","7056A-Verde Musgo-Tam 59","Chapéu","Normal","Não","Não Postado","","","","","1272"
"1552","Chapéu Fedora Pork Pie Feltro Preto","7044","Chapéu","Normal","Não","Não Postado","","","","","1273"
"1560","Chapéu Fedora Pork Pie Feltro-Preto-Tam 61","7044-Preto-Tam 61","Chapéu","Normal","Não","Não Postado","","","","","1274"
"1562","Chapéu Fedora Pralana Centenário Cinza","110112033387","Chapéu","Normal","Não","Não Postado","","","","","1275"
"1563","Chapéu Fedora Pralana Classic Centenário Café","110112033274","Chapéu","Normal","Não","Não Postado","","","","","1276"
"1566","Chapéu Fedora Pralana Classic Centenário Cáqui","110112033400","Chapéu","Normal","Não","Não Postado","","","","","1277"
"1564","Chapéu Fedora Pralana Classic Centenário Castor","110112033672","Chapéu","Normal","Não","Não Postado","","","","","1278"
"1565","Chapéu Fedora Pralana Classic Centenário Chumbo","110112033583","Chapéu","Normal","Não","Não Postado","","","","","1279"
"1567","Chapéu Fedora Pralana Classic Centenário Pino","110112033310","Chapéu","Normal","Não","Não Postado","","","","","1280"
"1568","Chapéu Fedora Pralana Classic Centenário Preto","110112033360","Chapéu","Normal","Não","Não Postado","","","","","1281"
"1570","Chapéu Fedora Pralana Classic Giovanni Preto","110112963360","Chapéu","Normal","Não","Não Postado","","","","","1282"
"1573","Chapéu Fedora Pralana Classic Giovanni-Preto-Tam 58","110112963360-Preto-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1283"
"1577","Chapéu Fedora Quick Step Khaki Bigalli","biga14005-khaki-M 56/57","Chapéu","Normal","Não","Não Postado","","","","","1284"
"1578","Chapéu Fedora Quick Step Soft Black Bigalli","biga14005-N02","Chapéu","Normal","Não","Não Postado","","","","","1285"
"1579","Chapéu Fedora Quick Step Soft Blackberry Bigalli","biga14005-I13","Chapéu","Normal","Não","Não Postado","","","","","1286"
"1580","Chapéu Fedora Quick Step Soft Dark Grey Bigalli","biga14005-G03","Chapéu","Normal","Não","Não Postado","","","","","1287"
"1581","Chapéu Fedora Ricky -Preto-Tam 58","DF630-Preto-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1288"
"1582","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Azul","8126-azul","Chapéu","Normal","Não","Não Postado","","","","","1289"
"1583","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Marrom","8126-marrom","Chapéu","Normal","Não","Não Postado","","","","","1290"
"1584","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Mel","8126-Amarelo Pastel","Chapéu","Normal","Não","Não Postado","","","","","1291"
"1585","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Natural","8126-natural","Chapéu","Normal","Não","Não Postado","","","","","1292"
"1586","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Preto","8126-preto","Chapéu","Normal","Não","Não Postado","","","","","1293"
"1587","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Verde Musgo","8126-verde musgo","Chapéu","Normal","Não","Não Postado","","","","","1294"
"1588","Chapéu Fedora Rio Branco Aba Curta Miguel Cairo Whisky","8126-whisky","Chapéu","Normal","Não","Não Postado","","","","","1295"
"1589","Chapéu Fedora Roma Singy Bigalli Black","biga14059-N02","Chapéu","Normal","Não","Não Postado","","","","","1296"
"1590","Chapéu Fedora Roma Singy Bigalli Chocolate","biga14059-C03","Chapéu","Normal","Não","Não Postado","","","","","1297"
"1591","Chapéu Fedora Roma Singy Bigalli Dark Grey","biga14059-G03","Chapéu","Normal","Não","Não Postado","","","","","1298"
"1592","Chapéu Fedora Salvador Canhamo Marfim","27040200102","Chapéu","Normal","Não","Não Postado","","","","","1299"
"1596","Chapéu Fedora Salvador Canhamo-Marfim-Tam 62","027040200102-Marfim-Tam 62","Chapéu","Normal","Não","Não Postado","","","","","1300"
"1597","Chapéu Fedora Social Aba Curta Marcatto Bege","15927-bege","Chapéu","Normal","Não","Não Postado","","","","","1301"
"1599","Chapéu Fedora Social Miguel Chumbo","7044-chumbo","Chapéu","Normal","Não","Não Postado","","","","","1302"
"1603","Chapéu Fedora Social Miguel-Chumbo-Tam 60","7044-Chumbo-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1303"
"1604","Chapéu Fedora Stefano Panamá Legítimo Bigalli Black","biga23005-N02","Chapéu","Normal","Não","Não Postado","","","","","1304"
"1605","Chapéu Fedora Stefano Panamá Legítimo Bigalli Natural","biga23005-NAT","Chapéu","Normal","Não","Não Postado","","","","","1305"
"1606","Chapéu Fedora Stefano Panamá Legítimo Bigalli White","biga23005-B02","Chapéu","Normal","Não","Não Postado","","","","","1306"
"1608","Chapéu Fedora Summer Colors Laranja","25844-laranja","Chapéu","Normal","Não","Não Postado","","","","","1307"
"1611","Chapéu Fedora Summer Colors Verde","25844-verde","Chapéu","Normal","Não","Não Postado","","","","","1308"
"1612","Chapéu Fedora Summer Colors-Azul-Tam 54","25844-Azul-Tam 54","Chapéu","Normal","Não","Não Postado","","","","","1309"
"1619","Chapéu Fedora Summer Colors-Coral/Rosa-Tam 60","25844-Coral/Rosa-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1310"
"1623","Chapéu Fedora Summer Colors-Laranja-Tam 60","25844-Laranja-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1311"
"1627","Chapéu Fedora Summer Colors-Marfim-Tam 60","25844-marinho-Marfim-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1312"
"1631","Chapéu Fedora Summer Colors-Verde-Tam 60","25844-Verde-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1313"
"1632","Chapéu Fedora Taylor","KCF10","Chapéu","Normal","Não","Não Postado","","","","","1314"
"1633","Chapéu Fedora Tecido Aba Curta Nylon Flex","175101283501","Chapéu","Normal","Não","Não Postado","","","","","1315"
"1634","Chapéu Fedora Tirolês Rio Branco","3018-verde","Chapéu","Normal","Não","Não Postado","","","","","1316"
"1636","Chapéu Fedora Zequete Branco","1062CH","Chapéu","Normal","Não","Não Postado","","","","","1317"
"1639","Chapéu Fedora Zequete-Branco-Tam 59","1062CH-Branco-Tam 59","Chapéu","Normal","Não","Não Postado","","","","","1318"
"1642","Chapéu Feltro Bege Tira de Couro Marcatto","14140","Chapéu","Normal","Não","Não Postado","","","","","1319"
"1643","Chapéu Feltro Ringo Castor","110123063672","Chapéu","Normal","Não","Não Postado","","","","","1320"
"1644","Chapéu Feminino Aba Curta Manly Caramelo","25874","Chapéu","Normal","Não","Não Postado","","","","","1321"
"1645","Chapéu Feminino Aba Curta Manly Marfim","25869","Chapéu","Normal","Não","Não Postado","","","","","1322"
"1646","Chapéu Feminino Aba Larga Floppy Cáqui","14145-cáqui","Chapéu","Normal","Não","Não Postado","","","","","1323"
"1648","Chapéu Feminino Aba Longa Alga Marinha Manly Cru","25261-COR CRU","Chapéu","Normal","Não","Não Postado","","","","","1324"
"1649","Chapéu Feminino Aba Longa Alga Marinha Manly Verde","25261-COR VERDE","Chapéu","Normal","Não","Não Postado","","","","","1325"
"1650","Chapéu Feminino Aba Longa Proteção UV Bege","25227-natural","Chapéu","Normal","Não","Não Postado","","","","","1326"
"1651","Chapéu Feminino Aba Longa Proteção UV Cáqui","25227-caqui","Chapéu","Normal","Não","Não Postado","","","","","1327"
"1652","Chapéu Feminino Aba Longa Proteção UV Manly","25227-marfim","Chapéu","Normal","Não","Não Postado","","","","","1328"
"1653","Chapéu Feminino Amarílis Fita Branca - Proteção Solar UV-Natural-Tamanho Único","25113-Natural-Único","Chapéu","Normal","Não","Não Postado","","","","","1329"
"1654","Chapéu Feminino Bege Pralana Terrey","140194233671","Chapéu","Normal","Não","Não Postado","","","","","1330"
"1655","Chapéu Feminino Bucket Palha Marroquina Manly","25275 - cor caqui","Chapéu","Normal","Não","Não Postado","","","","","1331"
"1656","Chapéu Feminino Clochê Iolanda Castor","140113353671","Chapéu","Normal","Não","Não Postado","","","","","1332"
"1665","Chapéu Feminino Dobrável de Tecido Aba Larga Azul Marinho","19613481-cor azul marinho","Chapéu","Normal","Não","Não Postado","","","","","1333"
"1666","Chapéu Feminino Dobrável de Tecido Aba Larga Cinza","19613481-cor cinza","Chapéu","Normal","Não","Não Postado","","","","","1334"
"1664","Chapéu Feminino Dobrável Praia Rafia Crochet","196135033315","Chapéu","Normal","Não","Não Postado","","","","","1335"
"1669","Chapéu Feminino Donna Iolanda-Castor-Tam 58","140113353671-Castor-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1336"
"1672","Chapéu Feminino Donna Iolanda-Preto-Tam 58","140113353360-Preto-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1337"
"1673","Chapéu Feminino Fibra Natural-Bege","29746-Bege","Chapéu","Normal","Não","Não Postado","","","","","1338"
"1677","Chapéu Feminino Floppy Verão Branco","29737-branco","Chapéu","Normal","Não","Não Postado","","","","","1339"
"1679","Chapéu Feminino Gold-Dourado-Tam 55/56","25127-Dourado-Tam 55/56","Chapéu","Normal","Não","Não Postado","","","","","1340"
"1680","Chapéu Feminino Ibiza Marrom","25129","Chapéu","Normal","Não","Não Postado","","","","","1341"
"1681","Chapéu Feminino Macio Aba Média Eloah Preto","140194103360","Chapéu","Normal","Não","Não Postado","","","","","1342"
"1682","Chapéu Feminino Mikonos Marfim - Proteção Solar UV","502003500101","Chapéu","Normal","Não","Não Postado","","","","","1343"
"1683","Chapéu Feminino Moda Gisele","25856","Chapéu","Normal","Não","Não Postado","","","","","1344"
"1684","Chapéu Feminino Monet de Feltro Marfim","140193863315","Chapéu","Normal","Não","Não Postado","","","","","1345"
"1685","Chapéu Feminino Monet de Feltro Marinho","140193863222","Chapéu","Normal","Não","Não Postado","","","","","1346"
"1686","Chapéu Feminino Monet de Feltro Preto","140193863360","Chapéu","Normal","Não","Não Postado","","","","","1347"
"1687","Chapéu Feminino Monet de Feltro Vermelho","140193863615","Chapéu","Normal","Não","Não Postado","","","","","1348"
"1688","Chapéu Feminino Palha Luna Natural","25845","Chapéu","Normal","Não","Não Postado","","","","","1349"
"1692","Chapéu Feminino Palha Luna-Natural-Tam 60","25845-Natural-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1350"
"1694","Chapéu Feminino Palha Santa Mônica-Natural-Tam 55/56","29738-Natural-Tam 55/56","Chapéu","Normal","Não","Não Postado","","","","","1351"
"1695","Chapéu Feminino Palheta Boater Pralana Cristina","170196943315","Chapéu","Normal","Não","Não Postado","","","","","1352"
"1696","Chapéu Feminino Palheta Boater Pralana Lorena","170197283315","Chapéu","Normal","Não","Não Postado","","","","","1353"
"1697","Chapéu Feminino Palheta Copa Reta Marfim","25221","Chapéu","Normal","Não","Não Postado","","","","","1354"
"1698","Chapéu Feminino Palheta Manly  Natural","29764","Chapéu","Normal","Não","Não Postado","","","","","1355"
"1705","Chapéu Feminino Palheta Manly Cáqui","25274","Chapéu","Normal","Não","Não Postado","","","","","1356"
"1699","Chapéu Feminino Palheta Manly Caramelo","29762","Chapéu","Normal","Não","Não Postado","","","","","1357"
"1700","Chapéu Feminino Palheta Manly Copa Reta","29757","Chapéu","Normal","Não","Não Postado","","","","","1358"
"1701","Chapéu Feminino Palheta Manly Copa Reta Bege","25218","Chapéu","Normal","Não","Não Postado","","","","","1359"
"1702","Chapéu Feminino Palheta Manly Copa Reta Caramelo","29758","Chapéu","Normal","Não","Não Postado","","","","","1360"
"1703","Chapéu Feminino Palheta Manly Copa Reta Creme","25218-cor 12","Chapéu","Normal","Não","Não Postado","","","","","1361"
"1706","Chapéu Feminino Palheta Manly Flor","29267","Chapéu","Normal","Não","Não Postado","","","","","1362"
"1707","Chapéu Feminino Palheta Manly Natural","25268","Chapéu","Normal","Não","Não Postado","","","","","1363"
"1708","Chapéu Feminino Palheta Pralana Palha Natural Ayra","170198263000","Chapéu","Normal","Não","Não Postado","","","","","1364"
"1709","Chapéu Feminino Palheta Pralana Stella Bege","170196983315","Chapéu","Normal","Não","Não Postado","","","","","1365"
"1710","Chapéu Feminino Palheta Proteção Solar UV Algas","25206","Chapéu","Normal","Não","Não Postado","","","","","1366"
"1711","Chapéu Feminino Palheta Proteção Solar UV Bege","25208","Chapéu","Normal","Não","Não Postado","","","","","1367"
"1712","Chapéu Feminino Palheta Proteção Solar UV Caqui","25207-cor 70","Chapéu","Normal","Não","Não Postado","","","","","1368"
"1713","Chapéu Feminino Palheta Proteção UV Cáqui","25234","Chapéu","Normal","Não","Não Postado","","","","","1369"
"1715","Chapéu Feminino Panamá Raquel Preto","21067-preto","Chapéu","Normal","Não","Não Postado","","","","","1370"
"1717","Chapéu Feminino Praia Dobrável Branco","29706-branco","Chapéu","Normal","Não","Não Postado","","","","","1371"
"1718","Chapéu Feminino Praia Floppy Palha Manly Marfim","25882","Chapéu","Normal","Não","Não Postado","","","","","1372"
"1719","Chapéu Feminino Praia Manly","29746","Chapéu","Normal","Não","Não Postado","","","","","1373"
"1720","Chapéu Feminino Praia Manly Fibra Natural","29716 - palha natural","Chapéu","Normal","Não","Não Postado","","","","","1374"
"1721","Chapéu Feminino Praia Pralana Aba Larga Bege","170198523671","Chapéu","Normal","Não","Não Postado","","","","","1375"
"1722","Chapéu Feminino Praia Pralana Aba Larga Branco","170198523270","Chapéu","Normal","Não","Não Postado","","","","","1376"
"1723","Chapéu Feminino Praia Pralana Aba Larga Preto","170198523360","Chapéu","Normal","Não","Não Postado","","","","","1377"
"1724","Chapéu Feminino Praia Pralana Aba Larga Whisky","170198523275","Chapéu","Normal","Não","Não Postado","","","","","1378"
"1732","Chapéu Feminino Pralana Clochê Preto","140193653360","Chapéu","Normal","Não","Não Postado","","","","","1379"
"1734","Chapéu Feminino Pralana Clochê Versátil Preto","14011333360","Chapéu","Normal","Não","Não Postado","","","","","1380"
"1735","Chapéu Feminino Pralana Clochê Versátil Vermelho","140113333615","Chapéu","Normal","Não","Não Postado","","","","","1381"
"1736","Chapéu Feminino Pralana Clochê Versátil Vermelho 58","140113333615-58","Chapéu","Normal","Não","Não Postado","","","","","1382"
"1739","Chapéu Feminino Pralana Clochê Whisky","140194463275","Chapéu","Normal","Não","Não Postado","","","","","1383"
"1769","Chapéu Feminino Pralana Feltro Preto","1234","Chapéu","Normal","Não","Não Postado","","","","","1384"
"1783","Chapéu Feminino Pralana Florence Preto","140193343360","Chapéu","Normal","Não","Não Postado","","","","","1385"
"1784","Chapéu Feminino Pralana Florence Vinho","140193343511","Chapéu","Normal","Não","Não Postado","","","","","1386"
"1787","Chapéu Feminino Pralana Florence-Preto-Tam 58","140193343360-Preto-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1387"
"1788","Chapéu Feminino Pralana Macio Sandy Grafite","140193993583 - Grafite","Chapéu","Normal","Não","Não Postado","","","","","1388"
"1789","Chapéu Feminino Pralana Macio Sandy Rosê","140193993973-rosê","Chapéu","Normal","Não","Não Postado","","","","","1389"
"1790","Chapéu Feminino Pralana Melodie Whisky","140194353275","Chapéu","Normal","Não","Não Postado","","","","","1390"
"1791","Chapéu Feminino Pralana Sandy Bege Extra Macio","140193993671","Chapéu","Normal","Não","Não Postado","","","","","1391"
"1792","Chapéu Feminino Preto Pralana Germana","140194313360","Chapéu","Normal","Não","Não Postado","","","","","1392"
"1793","Chapéu Feminino Preto Pralana Madonna","140118723360","Chapéu","Normal","Não","Não Postado","","","","","1393"
"1794","Chapéu Feminino Proteção Solar UV Bege","25200","Chapéu","Normal","Não","Não Postado","","","","","1394"
"1795","Chapéu Feminino San Remo Cáqui Proteção Solar UV","05010011-caqui","Chapéu","Normal","Não","Não Postado","","","","","1395"
"1796","Chapéu Feminino Tecido","1557-Bege-Único","Chapéu","Normal","Não","Não Postado","","","","","1396"
"1797","Chapéu Feminino Tecido Leblon Bege","1060","Chapéu","Normal","Não","Não Postado","","","","","1397"
"1798","Chapéu Feminino Tecido Trindade Musgo","1556","Chapéu","Normal","Não","Não Postado","","","","","1398"
"1799","Chapéu Feminino Vermelho Pralana Feltro","140194333615","Chapéu","Normal","Não","Não Postado","","","","","1399"
"1800","Chapéu Feminino Vermelho Pralana Florence","140193343615","Chapéu","Normal","Não","Não Postado","","","","","1400"
"1803","Chapéu Fernando & Sorocaba Vendaval","120115883360","Chapéu","Normal","Não","Não Postado","","","","","1401"
"1804","Chapéu Fernando e Sorocaba Celebridade Pralana","196135523000","Chapéu","Normal","Não","Não Postado","","","","","1402"
"1805","Chapéu Fernando e Sorocaba Companheiro Flameado Pralana","196155933315","Chapéu","Normal","Não","Não Postado","","","","","1403"
"1806","Chapéu Fernando e Sorocaba Country Madri Preto","196155273360","Chapéu","Normal","Não","Não Postado","","","","","1404"
"1807","Chapéu Floppy Bárbara Castor","140193093672","Chapéu","Normal","Não","Não Postado","","","","","1405"
"1808","Chapéu Floppy Bárbara Vinho","140193093511","Chapéu","Normal","Não","Não Postado","","","","","1406"
"1809","Chapéu Floppy Capeline Palha Marfim","110111400102","Chapéu","Normal","Não","Não Postado","","","","","1407"
"1812","Chapéu Floppy Capeline Palha-Marfim-Tam 58","110111400102-Marfim-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1408"
"1813","Chapéu Floppy Castor Aba Larga Camila","140193923672","Chapéu","Normal","Não","Não Postado","","","","","1409"
"1814","Chapéu Floppy Feminino Valentini Bege","14431-bege","Chapéu","Normal","Não","Não Postado","","","","","1410"
"1815","Chapéu Floppy Feminino Valentini Preto","14431-preto","Chapéu","Normal","Não","Não Postado","","","","","1411"
"1820","Chapéu Floppy Vinho Aba Larga Camila","140193923511","Chapéu","Normal","Não","Não Postado","","","","","1412"
"1821","Chapéu Flórida-Branco-Tamanho Único","29732 -Branco-Tamanho Único","Chapéu","Normal","Não","Não Postado","","","","","1413"
"1822","Chapéu Folk Pralana Preto","160117903360","Chapéu","Normal","Não","Não Postado","","","","","1414"
"1826","Chapéu Folk Pralana-Preto-Tam 61","160117903360-Preto-Tam 61","Chapéu","Normal","Não","Não Postado","","","","","1415"
"1827","Chapéu Gangster Social Sibu Company Alpaca Cinza","052.18.84-fita cinza","Chapéu","Normal","Não","Não Postado","","","","","1416"
"1828","Chapéu Gaúcho Aba Larga Marcatto Bege","14747-cor camel","Chapéu","Normal","Não","Não Postado","","","","","1417"
"1829","Chapéu Gaúcho Aba Larga Marcatto Preto","14779 Preto","Chapéu","Normal","Não","Não Postado","","","","","1418"
"1830","Chapéu Gaúcho Aba Larga Marcatto Tabaco","14779 -Tabaco","Chapéu","Normal","Não","Não Postado","","","","","1419"
"1831","Chapéu Gaúcho Pralana Borghetti Nativo","160117133672-castor","Chapéu","Normal","Não","Não Postado","","","","","1420"
"1832","Chapéu Gaúcho Pralana Nativo","160117013310","Chapéu","Normal","Não","Não Postado","","","","","1421"
"1833","Chapéu Gaúcho Regional Ruby Marcatto","15617-cor 12-natural","Chapéu","Normal","Não","Não Postado","","","","","1422"
"1834","Chapéu Guatemala Azul","CH085+178","Chapéu","Normal","Não","Não Postado","","","","","1423"
"1835","Chapéu Haiti Feminino - Proteção Solar UV-Natural-Tamanho Único","CH066-Natural-U-Natural-Único","Chapéu","Normal","Não","Não Postado","","","","","1424"
"1840","Chapéu Haiti-Areia-Tamanho Único","0502000100601-Areia-Tamanho Único","Chapéu","Normal","Não","Não Postado","","","","","1425"
"1841","Chapéu Haiti-Dourado-Tamanho Único","CH066-Dourado-Tamanho Único","Chapéu","Normal","Não","Não Postado","","","","","1426"
"1842","Chapéu Houston Soft Black Bigalli","biga23027-N02","Chapéu","Normal","Não","Não Postado","","","","","1427"
"1843","Chapéu Houston Soft Blue Stone Bigalli","biga23027-G05","Chapéu","Normal","Não","Não Postado","","","","","1428"
"1844","Chapéu Houston Soft Brick Bigalli","biga23027-C50","Chapéu","Normal","Não","Não Postado","","","","","1429"
"1845","Chapéu Hunter Fibra Natural Sibu Company","001.10.13.001","Chapéu","Normal","Não","Não Postado","","","","","1430"
"1846","Chapéu Hunter Juta Natural Sibu Company","001.10.03.001","Chapéu","Normal","Não","Não Postado","","","","","1431"
"1847","Chapéu Hunter Lona de Algodão Bege Sibu Company","001.10.02.002","Chapéu","Normal","Não","Não Postado","","","","","1432"
"1848","Chapéu Hunter Lona de Algodão Crú Sibu Company","001.10.02.001","Chapéu","Normal","Não","Não Postado","","","","","1433"
"1852","Chapéu Indiana Cairo Premium-Amarelo Pastel-Tam 60","8037-Amarelo Pastel-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1434"
"1856","Chapéu Indiana Cairo Premium-Verde Musgo-Tam 60","8037-Verde Musgo-Tam 60","Chapéu","Normal","Não","Não Postado","","","","","1435"
"1861","Chapéu Indiana Shantung 20X soft-Marfim-Tam 58","4023-Marfim-Tam 58","Chapéu","Normal","Não","Não Postado","","","","","1436"
"1866","Chapéu Infantil Casulinho Cinza","110123053581","Chapéu","Normal","Não","Não Postado","","","","","1437"
"1867","Chapéu Infantil Donna Alice Vinho","140118853511","Chapéu","Normal","Não","Não Postado","","","","","1438"
"1869","Chapéu Infantil Donna Campestre Bege","140118933671","Chapéu","Normal","Não","Não Postado","","","","","1439"
"1870","Chapéu Infantil Donna Joaninha Rosê","140118833973","Chapéu","Normal","Não","Não Postado","","","","","1440"
"1872","Chapéu Infantil Flor do Campo Bege","140118983671","Chapéu","Normal","Não","Não Postado","","","","","1441"
